ctxkey,pattern,histlen,pc,bw,bctx
13298,387561485,13,18446744071586878736,2,18446744071580246230
8219,446023701,21,139997549507195,2,139997549682623
8596,349913094,6,18446744071586909847,2,18446744071586905468
12159,161611782,6,139997550549116,2,139997549162979
9221,355076109,13,139997550453794,2,139997549208603
15896,14114829,13,139997420244729,2,139997548993022
11931,530417679,15,139997549504963,2,139997549487539
11071,422652934,6,139997550792382,2,139997551739687
3328,241284105,9,139997550792774,2,139997419279372
14261,21251086,14,139997552004794,2,139997549162979
12351,271129628,28,139997548370996,64,139997551272690
1013,215681026,2,18446744071586040744,2,18446744071579421095
7318,167800838,6,18446744071585164144,2,18446744071589333584
6440,167356429,13,139997420012356,2,139997420245486
7104,23681033,9,18446744071585915801,2,18446744071585991804
5685,30434310,6,18446744071586841336,2,18446744071586016325
10790,90420230,6,18446744071580474850,2,18446744071580402478
6194,433357838,14,139997552407970,2,139997548838014
12159,177858573,13,139997420244729,2,139997549162979
15633,363024390,6,139997554076600,2,139997549157207
425,275473418,10,18446744072100386733,2,18446744071579740533
4969,19525641,9,18446744071579530599,2,18446744071579530559
12222,416391177,9,18446744071586904568,2,18446744071579368102
428,390768646,6,18446744071580458246,2,18446744071580246438
9590,162786332,28,139997550213585,64,139997551083343
10938,202494985,9,139997548302077,2,139997547893030
